# LAMMPS data file written by Ovito 3.0.0-dev469
28422 atoms
1 atom types
-50.0 50.0 xlo xhi
-50.0 50.0 ylo yhi
-50.0 50.0 zlo zhi

Atoms  # atomic

89 1 37.38897347 -22.52118405 -39.80510299
90 1 39.31439362 -24.26608722 -38.21109226
94 1 37.92048779 -27.19888675 -31.96470823
98 1 45.63048835 -22.24153515 -35.8510634
105 1 38.08592639 -21.05478428 -42.928295
106 1 40.01134653 -22.79968746 -41.33428428
110 1 37.22353488 -28.66528651 -28.84151621
114 1 46.32744126 -20.77513539 -38.97425542
121 1 34.23092611 -23.53346008 -40.98511742
122 1 36.15634625 -25.27836325 -39.39110669
126 1 34.76244042 -28.21116278 -33.14472266
130 1 48.78853572 -21.22925912 -34.67104897
151 1 29.36889571 -9.92432984 -39.64756945
153 1 34.92787902 -22.06706032 -44.10830943
154 1 36.85329916 -23.81196349 -42.51429871
158 1 34.06548751 -29.67756255 -30.02153064
162 1 49.48548863 -19.76285935 -37.79424098
182 1 42.47244098 -23.25381119 -37.03107783
186 1 41.07853516 -26.18661071 -30.7846938
190 1 41.77548807 -24.72021095 -33.90788581
206 1 38.6174407 -25.73248698 -35.08790024
210 1 44.93353544 -23.70793492 -32.72787138
213 1 33.53397319 -24.99985984 -37.8619254
214 1 35.45939333 -26.74476302 -36.26791468
248 1 43.1693939 -21.78741142 -40.15426985
267 1 27.60059417 -13.97228849 -41.94276888
285 1 31.07287874 -24.54573611 -42.16513185
286 1 32.99829888 -26.29063929 -40.57112112
290 1 31.60439305 -29.22343882 -34.32473709
299 1 26.21084835 -10.93660587 -40.82758388
301 1 31.76983165 -23.07933635 -45.28832386
302 1 33.69525179 -24.82423952 -43.69431314
306 1 30.90744014 -30.68983858 -31.20154507
315 1 34.61364182 -10.48133666 -42.70593203
331 1 33.22389599 -7.445654042 -41.59074704
333 1 38.7828793 -19.58838452 -46.05148702
334 1 40.70829944 -21.33328769 -44.45747629
341 1 45.09897404 -17.56383245 -43.69145816
342 1 47.02439418 -19.30873562 -42.09744743
347 1 31.45559445 -11.4936127 -43.88594646
363 1 30.06584863 -8.457930076 -42.77076147
364 1 31.99126877 -10.20283325 -41.17675074
365 1 35.62483193 -20.60066055 -47.23150145
366 1 37.55025207 -22.34556373 -45.63749072
370 1 33.3685346 -31.14396231 -26.89833863
374 1 -49.81755846 -18.29645959 -40.917433
381 1 38.7787193 -25.55686667 -40.92028798
382 1 40.70413944 -27.30176984 -39.32627726
385 1 37.38481348 -28.48966619 -34.67390395
386 1 39.31023362 -30.23456937 -33.07989322
389 1 45.09481404 -23.5323146 -38.56025912
390 1 47.02023418 -25.27721777 -36.96624839
393 1 43.70090821 -26.46511412 -32.31387509
394 1 45.62632835 -28.2100173 -30.71986436
397 1 35.62067193 -26.5691427 -42.10030241
398 1 37.54609207 -28.31404587 -40.50629169
401 1 34.22676611 -29.50194223 -35.85391838
402 1 36.15218625 -31.2468454 -34.25990765
405 1 48.2528614 -22.52003856 -37.38024469
406 1 -49.82171846 -24.26494174 -35.78623396
409 1 46.85895558 -25.45283809 -31.13386066
410 1 48.78437572 -27.19774126 -29.53984993
411 1 31.13719725 -5.876371187 -37.35237003
413 1 39.47567221 -24.0904669 -44.04348
414 1 41.40109235 -25.83537008 -42.44946927
417 1 36.68786056 -29.95606596 -31.55071193
418 1 38.6132807 -31.70096913 -29.95670121
421 1 45.79176695 -22.06591483 -41.68345114
422 1 47.71718709 -23.81081801 -40.08944041
425 1 43.0039553 -27.93151389 -29.19068307
426 1 44.92937544 -29.67641706 -27.59667235
427 1 27.97914989 -6.888647221 -38.53238446
429 1 36.31762485 -25.10274294 -45.22349443
432 1 33.5298132 -30.96834199 -32.73072636
433 1 35.45523334 -32.71324516 -31.13671564
436 1 48.94981432 -21.0536388 -40.50343671
437 1 -49.12476554 -22.79854197 -38.90942598
440 1 46.16200266 -26.91923785 -28.01066864
441 1 48.0874228 -28.66414103 -26.41665791
442 1 31.83415017 -4.409971423 -40.47556204
443 1 33.75957031 -6.154874598 -38.88155132
444 1 40.17262513 -22.62406714 -47.16667201
447 1 35.99090765 -31.42246572 -28.42751992
448 1 37.91632779 -33.16736889 -26.83350919
449 1 38.1502449 -2.385419355 -38.11553318
451 1 46.48871986 -20.59951507 -44.80664315
452 1 48.41414 -22.34441824 -43.21263243
455 1 42.30700238 -29.39791365 -26.06749106
456 1 44.23242252 -31.14281683 -24.47348033
457 1 28.6761028 -5.422247457 -41.65557647
458 1 30.60152294 -7.167150632 -40.06156575
